Brand,Model,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Nissan,Nissan Terrano XL 85 PS,27000,Diesel,Dealer,Manual,First Owner
Tata,Tata New Safari DICOR 2.2 EX 4x2,65000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,32000,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra Bolero B6,56000,Diesel,Dealer,Manual,First Owner
BMW,BMW X1 sDrive 20d xLine,30000,Diesel,Individual,Automatic,First Owner
Mahindra,Mahindra Scorpio SLE BS IV,80000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,52000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti Ertiga ZXI,13250,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto LX,36000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Swift ZDI Plus,73000,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Alto LX,60000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BSIII,60000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Tavera Neo 2 LT L 9 Str,110000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Aura Plus 1.3 Quadrajet,70000,Diesel,Individual,Manual,Second Owner
Renault,Renault Duster 85PS Diesel RxL Plus,60000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire Vdi BSIV,90000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti,Maruti Wagon R VXI BSIII,80000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,101000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero Power Plus SLX,44000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift 1.3 VXi,45000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio S2 7 Seater,120000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen LXI,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI Minor,120000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai EON D Lite Plus,13500,Petrol,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,10000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 Magna,25000,Petrol,Individual,Manual,Third Owner
Tata,Tata Tigor 1.2 Revotron XT,8500,Petrol,Individual,Manual,First Owner
Maruti,Maruti SX4 Celebration Diesel,120000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L,120000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi,90246,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Alto LX BSIII,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi BSIII,40000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Gypsy King Hard Top,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault,Renault Duster 85PS Diesel RxL,32000,Diesel,Individual,Manual,Second Owner
Tata,Tata Manza Club Class Quadrajet90 VX,60400,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna CRDi,70950,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,72000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 S,10000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,25000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi,80000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 Sportz,10000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Baleno Zeta,1100,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VXI Deca,40000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i10 Sportz 1.1L,10000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta,31491,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,107143,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Ignis 1.2 AMT Delta BSIV,15000,Petrol,Individual,Automatic,First Owner
Hyundai,Hyundai Santro Xing GL Plus,50000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova Crysta 2.4 VX MT 8S BSIV,100000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus LX,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi Plus,85000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift 1.2 DLX,40000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai i10 Magna 1.2 iTech SE,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDi,82000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Zen Estilo 1.1 VXI BSIII,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti A-Star Vxi,70000,Petrol,Individual,Manual,Third Owner
Mahindra,Mahindra KUV 100 mFALCON D75 K6,20000,Diesel,Individual,Manual,First Owner
Tata,Tata Nano Cx BSIV,35000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo D4,80000,Diesel,Individual,Manual,First Owner
Tata,Tata Nano Lx,40000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,46412,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero SLX 2WD BSIII,150000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra,Mahindra TUV 300 T4,50000,Diesel,Individual,Manual,First Owner
Tata,Tata Safari Storme VX Varicor 400,15000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Magna 1.2 iTech SE,60000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Baleno Delta Automatic,25000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Alto 800 LXI,90000,Petrol,Individual,Manual,Third Owner
Chevrolet,Chevrolet Spark 1.0 LT,60000,Petrol,Individual,Manual,First Owner
Ford,Ford Figo Diesel Celebration Edition,65000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LX,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Vitara Brezza VDi,50000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Quadrajet LX,80000,Diesel,Individual,Manual,Third Owner
Tata,Tata Indica Vista TDI LS,107500,Diesel,Dealer,Manual,First Owner
Tata,Tata Indica Vista TDI LS,135000,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Alto LXi,43826,Petrol,Dealer,Manual,Second Owner
Hyundai,Hyundai i20 Active S Petrol,55838,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,112880,Diesel,Dealer,Manual,First Owner
Tata,Tata Indica Vista Terra Quadrajet 1.3L,90000,Diesel,Individual,Manual,Third Owner
Nissan,Nissan Sunny XL,40000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX VTVT (O),66000,Petrol,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,30300,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Style Limited Edition,85000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VXi,80659,Petrol,Dealer,Manual,First Owner
Chevrolet,Chevrolet Aveo 1.4 LS,81324,Petrol,Dealer,Manual,First Owner
Honda,Honda Amaze S i-Dtech,127884,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Beat PS,50000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat PS,25000,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze S i-Dtech,66755,Diesel,Dealer,Manual,First Owner
Honda,Honda City E,123084,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Swift VXI BSIII,806599,Petrol,Dealer,Manual,First Owner
Honda,Honda Amaze S i-Dtech,95851,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R VXI Minor ABS,50000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Omni BSIII 8-STR W/ IMMOBILISER,50000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Esteem Vxi - BSIII,60000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 LXI,15000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo H4 ABS,40000,Diesel,Individual,Manual,First Owner
Datsun,Datsun GO Plus T Option BSIV,20000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Elantra CRDi (Leather Option),120000,Diesel,Individual,Manual,Third Owner
Chevrolet,Chevrolet Beat Diesel LT,110000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Corolla Altis D-4D J,234000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i20 1.4 CRDi Era,70000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Aqua 1.3 Quadrajet,110000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna XXi (Petrol),84000,Petrol,Individual,Manual,Second Owner
Nissan,Nissan Sunny Diesel XV,170000,Diesel,Individual,Manual,First Owner
Datsun,Datsun RediGO T Option,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R LX,96000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indigo LS,20000,Diesel,Individual,Manual,First Owner
Ford,Ford Figo Aspire 1.2 Ti-VCT Trend,15000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing XK (Non-AC),50000,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Passat 1.8 TSI MT,80000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Etios GD,124000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,70000,Diesel,Individual,Manual,First Owner
Ford,Ford Figo Diesel LXI,130000,Diesel,Individual,Manual,Second Owner
Ford,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,19014,Petrol,Dealer,Manual,First Owner
Toyota,Toyota Corolla Executive (HE),23262,Petrol,Dealer,Manual,First Owner
Ford,Ford Freestyle Titanium Diesel BSIV,29600,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai i10 Sportz 1.1L,35925,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Ignis 1.2 Zeta BSIV,12000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Etios V,40771,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Celerio VXI AT,30500,Petrol,Dealer,Automatic,Second Owner
Toyota,Toyota Etios Liva 1.2 G,42000,Petrol,Dealer,Manual,Second Owner
Toyota,Toyota Corolla H6,55800,Petrol,Dealer,Manual,Second Owner
Renault,Renault Duster RXL AWD,66569,Diesel,Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo 1.5 TDI Trendline,81358,Diesel,Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo 1.5 TDI Comfortline,82695,Diesel,Dealer,Manual,First Owner
Ford,Ford Figo Diesel EXI,68293,Diesel,Dealer,Manual,Second Owner
Honda,Honda Jazz VX CVT,32000,Petrol,Dealer,Automatic,First Owner
Maruti,Maruti Swift Dzire Tour LDI,190621,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna CRDi 1.6 SX Option,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti 800 Std MPFi,64700,Petrol,Individual,Manual,First Owner
Maruti,Maruti 800 AC,100000,Petrol,Individual,Manual,Second Owner
Tata,Tata Zest Quadrajet 1.3 75PS XE,88470,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 CRDI SX Option,75000,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,120000,Diesel,Individual,Manual,Second Owner
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Blue Efficiency,35000,Diesel,Individual,Automatic,First Owner
Toyota,Toyota Etios 1.4 VXD,70000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Fortuner 2.8 2WD AT BSIV,57000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Alto 800 VXI,1000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Quanto C6,120000,Diesel,Individual,Manual,Second Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline,98000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Ciaz ZDi,90000,Diesel,Dealer,Manual,Second Owner
Volkswagen,Volkswagen Ameo 1.5 TDI Comfortline,70000,Diesel,Individual,Manual,First Owner
Tata,Tata Nano CX SE,25000,Petrol,Individual,Manual,Third Owner
Tata,Tata Manza Aura Quadrajet,60000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Omni E 8 Str STD,90000,Petrol,Individual,Manual,Fourth & Above Owner
Honda,Honda City 1.5 EXI,200000,Petrol,Individual,Manual,Second Owner
Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L,110000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet Optra 1.6 LS,126000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra TUV 300 T10,70000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Alturas G4 4X2 AT BSIV,5000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Zen Estilo LX BSIII,74183,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,70000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto 800 VXI,90000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica LXI,46000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,110000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Ritz VDi,80000,Diesel,Individual,Manual,Second Owner
Tata,Tata Sumo Gold EX,90000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,70000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Quanto C6,1,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,192000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R LX Minor,70000,Petrol,Individual,Manual,Fourth & Above Owner
Mahindra,Mahindra Bolero DI DX 7 Seater,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI Optional,60000,Petrol,Individual,Manual,Second Owner
Tata,Tata Sumo Victa CX 7/9 Str BSII,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LX BSIII,120000,Petrol,Individual,Manual,First Owner
Tata,Tata Indica GLS BS IV,50000,Petrol,Individual,Manual,Second Owner
Tata,Tata Indica Vista Aqua TDI BSIII,120000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R LXI Minor,80000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Scorpio M2DI,80000,Diesel,Individual,Manual,Second Owner
Skoda,Skoda Superb Elegance 2.0 TDI CR AT,100000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Swift VXI,1500,Petrol,Individual,Manual,First Owner
Jeep,Jeep Compass 2.0 Longitude Option BSIV,50000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica DL,100000,Diesel,Individual,Manual,Second Owner
Ford,Ford Fiesta 1.6 ZXi Leather,83411,Petrol,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento Diesel Highline,120000,Diesel,Individual,Manual,Second Owner
Ford,Ford Fiesta 1.6 ZXi Leather,83411,Petrol,Individual,Manual,First Owner
Skoda,Skoda Superb Elegance 2.0 TDI CR AT,80000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Ertiga VDI,50000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,40000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio EX,13270,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing XL AT eRLX Euro III,100000,Petrol,Individual,Automatic,Third Owner
Mahindra,Mahindra Thar DI 4X4 PS,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna BSIV,26500,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,90000,Diesel,Individual,Manual,First Owner
Ford,Ford Fiesta 1.4 Duratec ZXI,100000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Alto 800 LXI,35000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Asta Option 1.4 CRDi,57000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire LXI,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV with ABS,100000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Alto LX,88000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti A-Star Vxi,76000,Petrol,Individual,Manual,Second Owner
Ford,Ford Figo Diesel Titanium,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX CRDi (O),110000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna 1.6 SX CRDi (O),80000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Alto LX,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti 800 EX,30000,Petrol,Individual,Manual,First Owner
Renault,Renault KWID Climber 1.0 AMT,20000,Petrol,Individual,Automatic,First Owner
Mahindra,Mahindra Bolero Power Plus SLE,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,40000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Xcent 1.2 VTVT S,7000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R LXI LPG BSIV,80000,LPG,Individual,Manual,Second Owner
Nissan,Nissan Micra Diesel XV Premium,90000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Micra Diesel XV Premium,13770,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen LXi - BS III,34000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,102000,Petrol,Dealer,Manual,First Owner
Honda,Honda City i DTEC SV,110000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto K10 2010-2014 VXI,90000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,70000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Wagon R VXI BSIII,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Alto LXi,70000,Petrol,Individual,Manual,Second Owner
Honda,Honda Civic 1.8 (E) MT,80000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift VDI,100000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,100000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,143000,Petrol,Individual,Manual,Third Owner
Honda,Honda City 1.5 V MT,115000,Petrol,Individual,Manual,Second Owner
Tata,Tata Manza ELAN Quadrajet BS IV,100000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire ZDI,120000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra Xylo E4 ABS BS IV,42000,Diesel,Individual,Manual,First Owner
Renault,Renault KWID RXL,38000,Petrol,Individual,Manual,First Owner
Honda,Honda WR-V i-DTEC VX,35000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,120000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Terrano XL 110 PS,136906,Diesel,Individual,Manual,First Owner
Maruti,Maruti Ciaz VDi Plus,97000,Diesel,Individual,Manual,Second Owner
Honda,Honda Amaze S CVT Petrol,10000,Petrol,Individual,Automatic,First Owner
Honda,Honda Brio S MT,50000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Esteem Lxi,60000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota Corolla Altis Diesel D4DGL,120000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Aura 1.2 Safire,120000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero SLE,90000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai EON Era Plus,120000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Elite i20 Asta Option CVT BSIV,3000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Ritz VDi,133000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,25000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i20 Active 1.2 S,35000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Omni MPI STD BSIV,70000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,52000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.4 E Plus,52000,Diesel,Individual,Manual,First Owner
Honda,Honda Jazz 1.5 E i DTEC,39000,Diesel,Individual,Manual,First Owner
Tata,Tata Indica Vista Quadrajet VX,28689,Diesel,Individual,Manual,First Owner
Tata,Tata Aria Pure LX 4x2,90000,Diesel,Individual,Manual,Second Owner
Ford,Ford Fiesta Classic 1.4 Duratorq CLXI,80322,Diesel,Dealer,Manual,First Owner
Ford,Ford Freestyle Trend Petrol BSIV,8000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Jeep MM 775 XDB,50000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti 800 AC BSIII,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 1.2 CRDi Magna,61658,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Zen Estilo LX BSIV,50000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Ertiga SHVS VDI,80000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio SLE BSIII,185000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI BSIV,57000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti 800 DX,60000,Petrol,Individual,Manual,First Owner
Honda,Honda City 1.5 GXI,120000,Petrol,Individual,Manual,Second Owner
Honda,Honda CR-V Diesel 4WD,26000,Diesel,Individual,Automatic,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,20000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti Ertiga BSIV VXI AT,30600,Petrol,Individual,Automatic,First Owner
Volkswagen,Volkswagen Polo 1.0 TSI Highline Plus,5000,Petrol,Individual,Manual,First Owner
Audi,Audi A4 35 TDI Premium,35000,Diesel,Individual,Automatic,Third Owner
Hyundai,Hyundai Xcent 1.1 CRDi SX,35000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX VTVT,23000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,120000,Diesel,Individual,Manual,First Owner
Skoda,Skoda Superb Elegance 2.0 TDI CR AT,235000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Alto 800 LXI,87000,Petrol,Individual,Manual,First Owner
Ford,Ford Ecosport 1.0 Ecoboost Titanium,72000,Petrol,Individual,Manual,Second Owner
Jaguar,Jaguar XF 3.0 Litre S Premium Luxury,64000,Diesel,Individual,Automatic,Second Owner
Maruti,Maruti Zen Estilo VXI BSIII,100000,Petrol,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat LT,12000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Accent Executive,67000,Petrol,Individual,Manual,Third Owner
Toyota,Toyota Innova 2.5 E 8 STR,70000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Baleno Alpha 1.3,60000,Diesel,Individual,Manual,First Owner
