Brand,Model,Year,Selling_Price
Hyundai,Hyundai Grand i10 1.2 CRDi Asta,2019,700000
Maruti,Maruti Alto 800 LXI,2019,280000
Hyundai,Hyundai Santro Magna AMT BSIV,2019,475000
Maruti,Maruti Swift Dzire VDi,2009,300000
Maruti,Maruti Alto K10 LXI,2014,200999
Skoda,Skoda Laura 1.9 TDI MT Ambiente,2009,200000
Chevrolet,Chevrolet Aveo U-VA 1.2 LS,2009,210000
Tata,Tata Indigo LS BSII,2012,160000
Hyundai,Hyundai Verna CRDi SX ABS,2009,175000
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000
Maruti,Maruti Alto LXi,2009,110000
Maruti,Maruti Wagon R LXI Minor,2008,300000
Honda,Honda City V MT,2012,700000
Tata,Tata Indica Vista Aura 1.3 Quadrajet,2009,135000
Mahindra,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000
Mahindra,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000
Honda,Honda City i VTEC V,2016,500000
Maruti,Maruti Ritz VDi,2011,180000
Hyundai,Hyundai Santro Xing GLS,2010,170000
Honda,Honda Brio 1.2 S Option MT,2019,484999
Maruti,Maruti A-Star Vxi,2011,150000
Maruti,Maruti Alto K10 VXI Airbag,2018,380000
Hyundai,Hyundai Santro Sportz BSIV,2019,480000
Tata,Tata Indica Vista Aura 1.3 Quadrajet,2009,135000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2011,290000
Fiat,Fiat Linea Dynamic,2013,350000
Maruti,Maruti Alto 800 LXI,2014,110000
Hyundai,Hyundai Santro LE zipPlus,2003,70000
Volkswagen,Volkswagen Vento Petrol Highline AT,2011,300000
Maruti,Maruti Alto 800 LX,2017,180000
Renault,Renault KWID RXL,2020,300000
Maruti,Maruti Baleno Delta 1.2,2017,509000
Maruti,Maruti SX4 S Cross DDiS 320 Zeta,2016,650000
Maruti,Maruti Swift VDI BSIV,2015,450000
Mahindra,Mahindra Jeep Classic,1999,170000
Mahindra,Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000
Hyundai,Hyundai i20 Asta 1.4 CRDi,2013,360000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000
Maruti,Maruti Alto LX,2006,105000
Hyundai,Hyundai i20 Magna,2010,270000
Ford,Ford Figo Petrol LXI,2010,130000
Honda,Honda City i DTEC S,2014,700000
Chevrolet,Chevrolet Cruze LTZ,2012,400000
Maruti,Maruti Swift ZXI ABS,2009,250000
Honda,Honda Amaze VX i-DTEC,2013,325000
Maruti,Maruti Alto LXi,2008,69000
Mahindra,Mahindra Scorpio S11 BSIV,2018,1380000
Maruti,Maruti Zen Estilo VXI BSIII,2007,90000
Mahindra,Mahindra XUV500 W6 1.99 mHawk,2016,1000000
Hyundai,Hyundai Accent GLE CNG,2010,145000
Maruti,Maruti Alto K10 LX,2020,250000
Maruti,Maruti Swift VDI,2011,256000
Tata,Tata Indica DLS,2005,70000
Maruti,Maruti Wagon R VX,2000,50000
Renault,Renault KWID RXT,2016,240000
Tata,Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000
Tata,Tata Indigo CR4,2012,130000
Maruti,Maruti Swift 1.3 VXi,2009,199000
Honda,Honda Civic 1.8 S AT,2006,125000
Hyundai,Hyundai Xcent 1.1 CRDi Base,2015,420000
Mahindra,Mahindra NuvoSport N8,2016,525000
Hyundai,Hyundai Santro Xing GLS,2008,125000
Hyundai,Hyundai Verna Transform CRDi VGT SX ABS,2010,325000
Volkswagen,Volkswagen Vento New Diesel Highline,2012,330000
Maruti,Maruti Wagon R LXI BS IV,2010,110000
Maruti,Maruti S-Presso VXI Plus,2019,450000
Maruti,Maruti Swift 1.3 VXi,2005,85000
Honda,Honda Civic 1.8 S MT,2007,229999
Hyundai,Hyundai i10 Magna,2012,250000
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2015,650000
Maruti,Maruti Swift Dzire VDI,2017,600000
Toyota,Toyota Etios Liva 1.2 VX,2017,650000
Maruti,Maruti Vitara Brezza VDi,2017,750000
Toyota,Toyota Yaris G,2018,850000
Hyundai,Hyundai EON Era Plus Option,2017,315000
Maruti,Maruti Swift LXI Option,2015,415000
Maruti,Maruti Ciaz ZDi Plus,2016,640000
Maruti,Maruti Ciaz 1.4 Alpha,2017,780000
Toyota,Toyota Fortuner 4x2 AT,2017,2595000
Hyundai,Hyundai Creta 1.6 CRDi SX,2015,850000
Hyundai,Hyundai Creta 1.6 CRDi SX,2015,900000
Toyota,Toyota Corolla Altis GL MT,2016,1150000
Maruti,Maruti Esteem Lxi - BSIII,2007,75000
Volkswagen,Volkswagen Vento Diesel Comfortline,2012,215000
Maruti,Maruti SX4 ZXI AT,2009,130000
Hyundai,Hyundai Santro Magna AMT BSIV,2019,400000
Maruti,Maruti Swift Dzire AMT ZXI,2019,550000
Chevrolet,Chevrolet Beat LT,2016,245000
Maruti,Maruti Swift VDI BSIV,2010,320000
Mahindra,Mahindra TUV 300 T8 AMT,2016,730000
Ford,Ford Fusion 1.6 Duratec Petrol,2005,120000
Honda,Honda City i-VTEC VX,2017,950000
Maruti,Maruti Wagon R VXI BS IV,2017,350000
Maruti,Maruti Esteem Vxi,2005,100000
Maruti,Maruti Wagon R VXI BS IV,2017,350000
Maruti,Maruti Wagon R VXI BSIII,2005,80000
Hyundai,Hyundai Verna 1.6 VTVT,2013,370000
Hyundai,Hyundai EON D Lite Plus,2012,160000
Tata,Tata Sumo Victa EX 7/9 Str BSII,2009,130000
Chevrolet,Chevrolet Sail Hatchback 1.2 LS,2016,250000
Tata,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,270000
BMW,BMW X1 sDrive 20d xLine,2019,2600000
Hyundai,Hyundai EON Era Plus,2013,160000
Hyundai,Hyundai EON Magna Plus,2016,229999
Mahindra,Mahindra Bolero Power Plus ZLX,2017,750000
Chevrolet,Chevrolet Optra Magnum 2.0 LS,2011,195000
Toyota,Toyota Etios Cross 1.2L G,2015,320000
Mahindra,Mahindra Scorpio S7 140 BSIV,2018,1100000
Datsun,Datsun RediGO S,2016,270000
Skoda,Skoda Fabia 1.2 MPI Ambition Plus,2012,300000
Chevrolet,Chevrolet Beat Diesel LT,2012,200000
Maruti,Maruti Zen Estilo 1.1 LXI BSIII,2007,120000
Maruti,Maruti Esteem Vxi - BSIII,2006,95000
Volkswagen,Volkswagen Polo Petrol Comfortline 1.2L,2013,400000
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,229999
Mahindra,Mahindra KUV 100 mFALCON D75 K6,2016,430000
Renault,Renault Fluence 1.5,2012,300000
Fiat,Fiat Linea Dynamic,2013,350000
Renault,Renault Duster 110PS Diesel RxZ,2013,450000
Renault,Renault KWID RXT,2016,200000
Maruti,Maruti Alto 800 LXI,2017,250000
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,2012,368000
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,650000
Mahindra,Mahindra Jeep CL 500 MDI,1997,150000
Maruti,Maruti Wagon R LXI DUO BS IV,2012,180000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,525000
Ford,Ford Endeavour 4x4 XLT,2005,350000
Mahindra,Mahindra TUV 300 Plus P4,2018,850000
Volkswagen,Volkswagen Jetta 2.0 TDI Comfortline,2011,350000
Maruti,Maruti Esteem Lxi - BSIII,2007,75000
Maruti,Maruti Swift 1.3 VXi,2005,160000
Maruti,Maruti Swift LDI Optional,2017,500000
Hyundai,Hyundai Santro Xing GLS,2008,130000
Tata,Tata Zest Quadrajet 1.3 75PS XE,2015,350000
Maruti,Maruti Wagon R LXI,2005,70000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000
Honda,Honda Amaze VX i-DTEC,2013,450000
Maruti,Maruti Swift Dzire LDI,2015,430000
Maruti,Maruti SX4 VDI,2011,260000
Maruti,Maruti Swift VDI,2013,370000
Chevrolet,Chevrolet Aveo 1.4 CNG,2011,229999
Ford,Ford Figo Diesel EXI,2011,140000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,700000
Hyundai,Hyundai Elite i20 Magna Plus BSIV,2020,545000
Datsun,Datsun RediGO T Option,2017,200000
Tata,Tata Safari Storme VX,2015,500000
Maruti,Maruti Alto LXi,2008,70000
Mahindra,Mahindra Thar 4X4,2013,580000
Maruti,Maruti Eeco 5 STR With AC Plus HTR CNG,2012,160000
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000
Maruti,Maruti Alto LXi,2010,160000
Maruti,Maruti Ertiga SHVS ZDI Plus,2016,760000
Hyundai,Hyundai EON Magna Optional,2015,300000
Maruti,Maruti Omni 5 Str STD LPG,1998,50000
Mahindra,Mahindra Bolero 2011-2019 SLX,2019,800000
Maruti,Maruti Swift Dzire VDI,2018,680000
Maruti,Maruti 800 DUO AC LPG,2009,85000
Toyota,Toyota Innova Crysta 2.4 G MT BSIV,2016,1300000
Maruti,Maruti Swift VXI BSIV,2016,500000
Audi,Audi Q5 2.0 TDI,2015,3500000
Hyundai,Hyundai Accent GLX,2008,145000
Mahindra,Mahindra Quanto C6,2013,300000
Maruti,Maruti Swift VDI Optional,2017,600000
Maruti,Maruti Swift Dzire VXI,2015,400000
Hyundai,Hyundai Santro Xing XK eRLX EuroIII,2007,130000
Maruti,Maruti 800 AC BSII,2001,45000
Maruti,Maruti Baleno Zeta 1.2,2017,641000
Maruti,Maruti Swift Dzire VDI,2015,650000
Ford,Ford Freestyle Titanium Diesel,2020,784000
Ford,Ford Figo Titanium,2020,635000
Ford,Ford Ecosport 1.5 Diesel Titanium,2020,1000000
Ford,Ford Figo 1.5D Titanium Opt MT,2015,495000
Hyundai,Hyundai Santro Xing GLS,2013,324000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000
Maruti,Maruti Alto 800 LXI,2018,200000
Maruti,Maruti Swift Dzire VDI,2015,320000
Hyundai,Hyundai EON Magna Optional,2015,300000
Tata,Tata Indica Vista Quadrajet LX,2013,180000
Toyota,Toyota Innova 2.5 V Diesel 8-seater,2008,500000
Toyota,Toyota Etios VX,2011,305000
Maruti,Maruti 800 AC,2009,125000
Maruti,Maruti Swift Dzire ZDI,2015,800000
Mahindra,Mahindra Scorpio SLE BSIV,2009,420000
Maruti,Maruti Vitara Brezza ZDi Plus,2017,875000
Maruti,Maruti Swift Dzire ZDI,2014,580000
Maruti,Maruti Swift Ldi BSIV,2011,350000
Hyundai,Hyundai Accent GLS,2004,120000
Tata,Tata Indica Vista TDI LS,2013,150000
Renault,Renault Duster 110PS Diesel RxZ,2013,650000
Maruti,Maruti Alto K10 2010-2014 VXI,2010,225000
Honda,Honda Amaze S AT i-Vtech,2014,400000
Hyundai,Hyundai Getz GLS,2005,250000
Hyundai,Hyundai Santro Xing GL Plus,2008,120000
Maruti,Maruti SX4 Vxi BSIV,2010,250000
Maruti,Maruti Alto K10 LXI,2012,175000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Maruti,Maruti Ignis 1.3 Delta,2018,590000
Tata,Tata Indigo CS LX (TDI) BS-III,2015,225000
Mahindra,Mahindra XUV500 W6 2WD,2016,900000
Maruti,Maruti Alto K10 VXI AGS,2017,375000
Hyundai,Hyundai EON Era Plus,2016,320000
Maruti,Maruti Swift Dzire VDI,2013,525000
Nissan,Nissan Evalia XV,2014,650000
Hyundai,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,575000
Hyundai,Hyundai i10 Magna,2014,355000
Mahindra,Mahindra KUV 100 D75 K4 Plus 5Str,2016,470000
Maruti,Maruti Wagon R LXI,2008,221000
Hyundai,Hyundai Santro Xing GLS,2009,195000
Hyundai,Hyundai Santro Xing XG,2004,90000
Hyundai,Hyundai Verna SX Diesel,2013,580000
Maruti,Maruti Eeco 7 Seater Standard BSIV,2014,325000
Honda,Honda City Corporate Edition,2013,495000
Hyundai,Hyundai EON Era,2014,290000
Datsun,Datsun RediGO 1.0 T Option,2018,375000
Tata,Tata Indica Vista TDI LS,2011,211000
Hyundai,Hyundai i20 Asta,2010,270000
Maruti,Maruti Alto LXI,2004,70000
Hyundai,Hyundai i10 Magna 1.2,2010,225000
Mahindra,Mahindra Scorpio LX,2014,420000
Chevrolet,Chevrolet Sail Hatchback 1.2 LS,2015,280000
Hyundai,Hyundai i20 Sportz 1.2,2013,400000
Mahindra,Mahindra XUV500 W6 2WD,2015,850000
Ford,Ford Fiesta Titanium 1.5 TDCi,2011,550000
Ford,Ford Fiesta Titanium 1.5 TDCi,2011,550000
Renault,Renault Captur 1.5 Diesel RXT Mono,2018,1000000
Mahindra,Mahindra Xylo D2 Maxx,2014,350000
Tata,Tata New Safari DICOR 2.2 EX 4x2,2011,350000
Honda,Honda Civic 1.8 S MT,2007,170000
Ford,Ford Aspire Titanium BSIV,2020,828999
Ford,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1119000
Ford,Ford Figo Titanium,2020,746000
Ford,Ford Ecosport 1.5 Petrol Trend,2020,1030000
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1334000
Ford,Ford Freestyle Titanium,2020,811999
Ford,Ford Ecosport Thunder Edition Diesel,2020,1331000
Ford,Ford Freestyle Titanium Plus,2020,852000
Tata,Tata Indica DLE,2006,45000
Renault,Renault Duster 85PS Diesel RxL Optional,2013,430000
Tata,Tata Indigo LX,2011,140000
Mahindra,Mahindra Scorpio S2 9 Seater,2015,830000
Mahindra,Mahindra Scorpio VLS 2.2 mHawk,2009,409999
Maruti,Maruti Swift VDI,2012,190000
Honda,Honda Accord VTi-L (MT),2007,200000
Hyundai,Hyundai Accent GLX,2006,120000
Mahindra,Mahindra Bolero Power Plus Plus AC BSIV PS,2019,850000
Tata,Tata Indigo CS LE (TDI) BS-III,2011,95000
Maruti,Maruti Wagon R LXI BS IV,2013,213000
Volkswagen,Volkswagen Ameo 1.5 TDI Highline Plus 16,2018,660000
Nissan,Nissan Micra XL,2017,415000
Ford,Ford Ecosport 1.5 Petrol Titanium Plus,2019,1100000
Mahindra,Mahindra XUV500 W8 4WD,2012,650000
Mahindra,Mahindra XUV500 AT W10 AWD,2016,969999
Mahindra,Mahindra XUV500 W10 2WD,2016,1250000
Maruti,Maruti Swift Dzire AMT VDI,2017,715000
Maruti,Maruti Swift Dzire AMT VDI,2017,715000
Maruti,Maruti Swift VDI,2016,565000
Mahindra,Mahindra Thar 4X4,2013,615000
Tata,Tata New Safari 4X4,2007,199000
Maruti,Maruti Swift Vdi BSIII,2010,325000
Ford,Ford Figo Diesel EXI,2012,409999
Hyundai,Hyundai Verna SX CRDi AT,2012,500000
Ford,Ford Figo Diesel LXI,2011,225000
Maruti,Maruti Alto LX BSIII,2007,135000
Renault,Renault Koleos 2.0 Diesel,2012,750000
Maruti,Maruti Wagon R LXI DUO BSIII,2009,155000
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,2012,335000
Ford,Ford Ikon 1.8 D,2005,114999
Mercedes-Benz,Mercedes-Benz New C-Class 200 CDI Classic,2007,699000
Mahindra,Mahindra Bolero DI,2004,110000
Hyundai,Hyundai i20 Asta 1.2,2012,300000
Mahindra,Mahindra Scorpio S4 4WD,2014,700000
Maruti,Maruti Ertiga SHVS LDI Option,2017,700000
Maruti,Maruti Alto 800 LXI,2013,210000
Maruti,Maruti Ertiga VDI,2012,600000
Tata,Tata Manza Aura (ABS) Quadrajet BS IV,2012,180000
Maruti,Maruti Wagon R VXi BSII,2011,220000
Chevrolet,Chevrolet Spark 1.0 LT,2009,70000
Hyundai,Hyundai Creta 1.4 CRDi Base,2018,950000
Ford,Ford Fiesta 1.5 TDCi Ambiente,2014,800000
Mahindra,Mahindra XUV500 W8 4WD,2012,700000
Renault,Renault KWID 1.0,2016,265000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2011,175000
Mahindra,Mahindra Quanto C6,2012,260000
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,950000
Maruti,Maruti Swift Vdi BSIII,2009,250000
Mahindra,Mahindra Scorpio S10 7 Seater,2015,630000
Tata,Tata Nano LX SE,2012,35000
Renault,Renault Duster 85PS Diesel RxL,2013,450000
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2018,3800000
Audi,Audi A4 3.0 TDI Quattro,2013,1580000
BMW,BMW X5 xDrive 30d xLine,2019,4950000
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,535000
Maruti,Maruti SX4 Vxi BSIV,2012,225000
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2017,550000
Maruti,Maruti Swift ZXI BSIV,2016,670000
Maruti,Maruti Ertiga VXI,2015,625000
Hyundai,Hyundai Grand i10 Magna AT,2017,520000
Chevrolet,Chevrolet Beat LT Option,2016,239000
Toyota,Toyota Fortuner 4x2 AT,2017,2600000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2015,750000
Hyundai,Hyundai i10 Magna,2012,229999
Audi,Audi A6 2.0 TDI Premium Plus,2013,1300000
Hyundai,Hyundai Santro GS,2005,80000
Skoda,Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000
Hyundai,Hyundai Verna 1.6 VTVT SX,2015,760000
Maruti,Maruti Swift Dzire VDI,2017,600000
Chevrolet,Chevrolet Enjoy TCDi LS 8 Seater,2014,330000
Maruti,Maruti Alto LXi,2009,150000
Tata,Tata Indigo LS,2008,105000
Tata,Tata Indica Vista TDI LX,2013,185000
Fiat,Fiat Grande Punto EVO 1.3 Active,2014,260000
Maruti,Maruti Swift Dzire VDi,2012,450000
Maruti,Maruti Swift VXI Deca,2016,500000
Maruti,Maruti Alto K10 2010-2014 VXI,2012,260000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2012,265000
Mahindra,Mahindra Thar CRDe,2017,800000
Tata,Tata Safari Storme VX Varicor 400,2016,869999
Maruti,Maruti Baleno Alpha 1.2,2018,690000
Mitsubishi,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000
Maruti,Maruti Alto LX BSIII,2006,160000
Mahindra,Mahindra Scorpio 2.6 SLX CRDe,2006,300000
Maruti,Maruti Wagon R VXI,2005,100000
Hyundai,Hyundai i20 Asta 1.4 CRDi,2015,530000
Maruti,Maruti Swift VXI Optional,2016,360000
Maruti,Maruti Swift 1.2 DLX,2015,220000
Maruti,Maruti Alto 800 LXI,2017,178000
Mahindra,Mahindra Thar DI 4X2,2018,515000
Maruti,Maruti Ritz VXi,2014,300000
Tata,Tata Indigo LS,2008,105000
Tata,Tata Indica Vista TDI LX,2013,185000
Tata,Tata Indica Vista Quadrajet LS,2012,150000
Fiat,Fiat Grande Punto EVO 1.3 Active,2014,260000
Maruti,Maruti Swift Dzire VDi,2012,450000
Maruti,Maruti Swift VXI Deca,2016,500000
Maruti,Maruti Alto K10 2010-2014 VXI,2012,260000
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2012,265000
Tata,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2017,750000
Mahindra,Mahindra Thar CRDe,2017,800000
Tata,Tata Safari Storme VX Varicor 400,2016,869999
Toyota,Toyota Innova 2.5 G1 BSIV,2012,950000
Maruti,Maruti Baleno Alpha 1.2,2018,690000
Mitsubishi,Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,825000
Maruti,Maruti 800 Std,2013,170000
Maruti,Maruti Alto LX BSIII,2006,160000
Mahindra,Mahindra Scorpio 2.6 SLX CRDe,2006,300000
Datsun,Datsun GO Plus A,2015,315000
Maruti,Maruti 800 Std BSII,2006,90000
Maruti,Maruti Wagon R VXI,2005,100000
Tata,Tata Indica GLS BS IV,2008,65000
Hyundai,Hyundai Verna 1.6 CRDI,2012,312000
Maruti,Maruti Vitara Brezza LDi,2018,700000
Hyundai,Hyundai Santro Xing XL eRLX Euro III,2005,150000
Renault,Renault Fluence 1.5,2013,450000
Hyundai,Hyundai Verna Transform CRDi VGT ABS,2010,229999
Maruti,Maruti Swift Ldi BSIII,2008,111000
Maruti,Maruti Swift Dzire VDi,2012,250000
Ford,Ford Freestyle Titanium Plus Diesel,2019,750000
Ford,Ford Figo 1.5P Titanium AT,2017,774000
Ford,Ford Figo 1.5P Titanium AT,2018,711000
Ford,Ford Figo 1.5D Titanium MT,2017,600000
Maruti,Maruti Swift Dzire VDI,2015,455000
Datsun,Datsun GO T Petrol,2015,225000
Maruti,Maruti Swift Dzire VDI,2019,650000
Chevrolet,Chevrolet Beat LT,2013,200000
Hyundai,Hyundai Creta 1.6 CRDi AT SX Plus,2016,875000
Skoda,Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,750000
Maruti,Maruti Swift Dzire AMT VDI,2019,725000
Maruti,Maruti Alto LXi,2007,100000
Tata,Tata Hexa XT,2019,1100000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000
Renault,Renault KWID RXT Optional,2016,280000
Tata,Tata Indica Vista Aqua TDI BSIII,2009,150000
Tata,Tata Manza Aura Safire,2010,200000
Maruti,Maruti Ritz VDi,2010,148000
Maruti,Maruti Swift Dzire VXi,2011,254999
Maruti,Maruti Swift Dzire ZXI,2013,360000
Maruti,Maruti Alto LX,2006,95000
Mahindra,Mahindra Bolero SLE BSIII,2007,185000
Tata,Tata Indica Vista Quadrajet VX,2012,185000
Renault,Renault KWID RXL,2019,300000
Hyundai,Hyundai Verna VTVT 1.6 SX,2018,800000
Maruti,Maruti Zen LX,2000,60000
Fiat,Fiat Punto 1.2 Active,2010,80000
Hyundai,Hyundai Xcent 1.2 VTVT S,2018,500000
Hyundai,Hyundai EON Era Plus,2013,250000
Tata,Tata New Safari DICOR 2.2 EX 4x2,2010,250000
Maruti,Maruti Wagon R LXI BSIII,2005,125000
Maruti,Maruti Alto LXi BSII,2002,100000
Mahindra,Mahindra Scorpio M2DI,2010,480000
Mahindra,Mahindra KUV 100 G80 K2,2018,320000
Maruti,Maruti A-Star Vxi,2010,130000
Tata,Tata Indica DLS,2006,57000
Hyundai,Hyundai Santro GLS I - Euro I,2005,75000
Maruti,Maruti 800 DX,2003,60000
Maruti,Maruti Alto LXi BSIII,2008,125000
Honda,Honda City 1.5 EXI S,2004,105000
Maruti,Maruti Wagon R LXI DUO BSIII,2008,125000
Maruti,Maruti Zen LXI,1998,69000
Tata,Tata Indigo LX,2012,130000
Maruti,Maruti Baleno Zeta 1.2,2019,630000
Honda,Honda Amaze E i-VTEC,2016,330000
Maruti,Maruti Wagon R VXI BS IV,2014,340000
Hyundai,Hyundai Santro Xing XG eRLX Euro III,2006,60000
Tata,Tata Safari Storme EX,2014,550000
Maruti,Maruti Ertiga VDI,2014,480000
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2013,315000
Ford,Ford Fiesta Titanium 1.5 TDCi,2012,165000
Chevrolet,Chevrolet Beat LS,2016,170000
Maruti,Maruti Baleno Delta 1.2,2018,550000
Volkswagen,Volkswagen Ameo 1.2 MPI Trendline,2018,465000
Tata,Tata Indica Vista Quadrajet LX,2012,120000
Hyundai,Hyundai Verna 1.6 Xi ABS,2008,220000
Ford,Ford Figo Diesel LXI,2011,180000
Chevrolet,Chevrolet Aveo 1.6 LT,2006,150000
Tata,Tata Zest Revotron 1.2T XMS,2016,520000
Tata,Tata Safari Storme EX,2013,430000
Mahindra,Mahindra Bolero DI DX 8 Seater,2009,300000
Hyundai,Hyundai Venue SX Opt Diesel,2020,1000000
Honda,Honda WR-V i-DTEC VX,2017,725000
Hyundai,Hyundai Verna 1.4 EX,2011,500000
Maruti,Maruti Wagon R LXI BS IV,2011,250000
Maruti,Maruti Swift Dzire VDI,2018,700000
Ford,Ford Figo Petrol ZXI,2011,185000
Maruti,Maruti Ritz VDi,2011,200000
Mahindra,Mahindra Bolero DI,2004,315000
Tata,Tata Hexa XT,2019,1100000
Hyundai,Hyundai Santro LP zipPlus,2001,52000
Hyundai,Hyundai i20 Active 1.2 S,2017,600000
Tata,Tata Harrier XZ BSIV,2019,1700000
Nissan,Nissan Terrano XL Plus 85 PS,2015,451000
Mahindra,Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000
Ford,Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000
Renault,Renault KWID RXT Optional,2016,280000
Maruti,Maruti Wagon R VXI BS IV,2017,350000
Hyundai,Hyundai i10 Sportz,2011,250000
Maruti,Maruti Alto 800 LXI,2014,204999
Maruti,Maruti Ignis 1.2 Delta BSIV,2019,500000
Tata,Tata Indica Vista Aqua TDI BSIII,2009,150000
Chevrolet,Chevrolet Spark 1.0 LS,2010,175000
Chevrolet,Chevrolet Spark 1.0 LS,2009,170000
Tata,Tata Manza Aura Safire,2010,200000
Hyundai,Hyundai Creta 1.4 E Plus,2018,800000
Tata,Tata Hexa XTA,2017,1200000
Toyota,Toyota Corolla Altis 1.8 J,2008,400000
Maruti,Maruti Ritz VDi,2010,148000
Tata,Tata Manza Club Class Quadrajet90 LS,2014,200000
Maruti,Maruti Swift Dzire VDI,2016,284000
Maruti,Maruti Wagon R VXI Minor,2007,80000
Chevrolet,Chevrolet Beat PS,2014,170000
Hyundai,Hyundai Accent Executive,2011,150000
Tata,Tata Manza Aura (ABS) Safire BS IV,2010,110000
Ford,Ford Figo Aspire 1.5 TDCi Titanium,2016,400000
Hyundai,Hyundai i10 Magna LPG,2013,275000
Toyota,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000
Mahindra,Mahindra Scorpio M2DI,2014,550000
Maruti,Maruti Alto LX BSIII,2007,125000
Chevrolet,Chevrolet Beat LT,2010,135000
Mahindra,Mahindra Scorpio LX BSIV,2012,349000
Maruti,Maruti Swift VDI BSIV,2014,458000
Maruti,Maruti Alto K10 VXI,2018,300000
Maruti,Maruti Alto LXi,2008,95000
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2018,850000
Ford,Ford Freestyle Titanium Diesel,2019,750000
Ford,Ford Figo Diesel Celebration Edition,2013,190000
Maruti,Maruti Wagon R LXI Minor,2009,150000
Hyundai,Hyundai Accent GLE,2009,114999
Toyota,Toyota Innova 2.0 VX 7 Seater,2010,320000
Maruti,Maruti Alto 800 CNG LXI Optional,2019,300000
Maruti,Maruti Ritz LXi,2016,275000
Chevrolet,Chevrolet Aveo 1.6 LT with ABS,2010,140000
Tata,Tata Altroz XZ,2020,830000
Volkswagen,Volkswagen Polo SR Petrol 1.2L,2013,380000
Hyundai,Hyundai i10 Magna 1.2,2010,150000
Chevrolet,Chevrolet Spark 1.0 LS,2008,50000
Mahindra,Mahindra Bolero SLX,2008,155000
Mahindra,Mahindra Bolero SLX,2008,155000
Skoda,Skoda Superb 1.8 TFSI MT,2010,300000
Maruti,Maruti Alto 800 LXI,2018,300000
Tata,Tata Tiago 2019-2020 XE Diesel,2016,385000
Maruti,Maruti Wagon R LXI,2010,221000
Tata,Tata Tiago 1.05 Revotorq XE,2016,381000
Maruti,Maruti Alto 800 LXI,2015,250999
Hyundai,Hyundai Santro LS zipPlus,2002,60000
Tata,Tata Tiago 1.05 Revotorq XE,2016,380000
Skoda,Skoda Laura L n K 1.9 PD,2008,180000
Maruti,Maruti Ciaz ZDi Plus,2017,751000
Mahindra,Mahindra XUV500 AT W10 FWD,2015,1250000
Hyundai,Hyundai EON 1.0 Era Plus,2014,229999
Tata,Tata Safari Storme EX,2019,1250000
Mahindra,Mahindra Scorpio VLX 2WD BSIV,2014,782000
